food_name,carbs,protein,sugar
"taco bell, soft taco with chicken, cheese and lettuce",19.69,13.3,1.3
"taco bell, soft taco with steak",17.22,11.81,0.0
"taco bell, taco salad",15.1,6.69,0.0
"taco shells, baked",63.49,6.41,1.5
"taco shells, baked, without added salt",62.4,7.2,0.0
tamales (navajo),18.12,6.28,0.99
"tamales, masa and pork filling (hopi)",18.28,13.19,1.57
"tamarind nectar, canned",14.73,0.09,12.7
"tamarinds, raw",62.5,2.8,38.8
"tangerine juice, raw",10.1,0.5,9.9
"tangerines, (mandarin oranges), canned, juice pack",9.57,0.62,8.87
"tangerines, (mandarin oranges), canned, juice pack, drained",9.41,0.75,8.25
"tangerines, (mandarin oranges), canned, light syrup pack",16.19,0.45,15.49
"tangerines, (mandarin oranges), raw",13.34,0.81,10.58
"tapioca, pearl, dry",88.69,0.19,3.35
"taquitos, frozen, beef and cheese, oven-heated",33.46,9.4,1.66
"taquitos, frozen, chicken and cheese, oven-heated",33.63,9.21,1.3
"taro leaves, cooked, steamed, without salt",4.02,2.72,0.0
"taro leaves, raw",6.7,4.98,3.01
"taro shoots, cooked, without salt",3.2,0.73,0.0
"taro shoots, raw",2.32,0.92,0.0
"taro, cooked, with salt",34.6,0.52,0.49
"taro, cooked, without salt",34.6,0.52,0.49
"taro, leaves, cooked, steamed, with salt",3.89,2.72,0.0
"taro, raw",26.46,1.5,0.4
"taro, shoots, cooked, with salt",3.19,0.73,0.0
"taro, tahitian, cooked, with salt",6.85,4.16,0.0
"taro, tahitian, cooked, without salt",6.85,4.16,0.0
"taro, tahitian, raw",6.91,2.79,0.0
"tart, breakfast, low fat",76.8,3.99,4.87
"tea, herbal, brewed, hohoysi (hopi)",0.0,0.12,0.0
"tea, tundra, herb and laborador combination (alaska native)",0.2,0.0,0.0
"teff, cooked",19.86,3.87,0.0
"teff, uncooked",73.13,13.3,1.84
tempeh,7.64,20.29,0.0
"tempeh, cooked",7.62,19.91,0.0
"tennis bread, plain (apache)",53.26,9.0,3.01
"thuringer, cervelat, summer sausage, beef, pork",3.33,17.45,0.85
"thyme, fresh",24.45,5.56,0.0
"toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",71.83,4.01,31.0
"toaster pastries, brown-sugar-cinnamon",72.64,4.06,27.24
"toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",70.32,4.2,26.13
"toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",72.7,4.7,28.99
"toddler drink, mead johnson, puramino toddler powder, with ara and dha, not reconstituted",55.68,13.9,7.6
"toddler formula, mead johnson, enfagrow premium (formerly enfamil, lipil, next step), ready-to-feed",7.18,1.78,7.18
"toddler formula, mead johnson, enfagrow, toddler transitions, with ara and dha, powder",52.8,12.9,33.0
"toddler formula, mead johnson, nutramigen toddler with lgg powder, with ara and dha, not reconstituted",61.97,12.0,25.0
tofu yogurt,15.96,3.5,1.24
"tofu, dried-frozen (koyadofu)",10.03,52.47,0.0
"tofu, dried-frozen (koyadofu), prepared with calcium sulfate",8.3,52.43,0.0
"tofu, extra firm, prepared with nigari",1.18,9.98,0.71
"tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",2.85,9.04,0.6
"tofu, fried",8.86,18.82,2.72
"tofu, fried, prepared with calcium sulfate",8.86,18.82,0.0
"tofu, hard, prepared with nigari",4.39,12.68,0.0
"tofu, raw, firm, prepared with calcium sulfate",2.78,17.27,0.0
"tofu, raw, regular, prepared with calcium sulfate",1.87,8.08,0.62
"tofu, salted and fermented (fuyu)",4.38,8.92,0.0
"tofu, salted and fermented (fuyu), prepared with calcium sulfate",5.15,8.15,0.0
"tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",1.18,7.17,0.7
"tomatillos, raw",5.84,0.96,3.93
"tomato and vegetable juice, low sodium",4.59,0.6,3.28
"tomato juice, canned, with salt added",3.53,0.85,2.58
"tomato juice, canned, without salt added",3.53,0.85,2.58
tomato powder,74.68,12.91,43.9
"tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)",18.91,4.32,12.18
"tomato products, canned, puree, with salt added",8.98,1.65,4.83
"tomato products, canned, puree, without salt added",8.98,1.65,4.83
"tomato products, canned, sauce",5.31,1.2,3.56
"tomato products, canned, sauce, spanish style",7.24,1.44,0.0
"tomato products, canned, sauce, with herbs and cheese",10.24,2.13,0.0
"tomato products, canned, sauce, with mushrooms",8.43,1.45,5.77
"tomato products, canned, sauce, with onions",9.94,1.56,0.0
"tomato products, canned, sauce, with onions, green peppers, and celery",8.77,0.94,7.36
"tomato products, canned, sauce, with tomato tidbits",7.09,1.32,0.0
"tomato sauce, canned, no salt added",5.31,1.2,3.56
"tomatoes, crushed, canned",7.29,1.64,4.4
"tomatoes, green, raw",5.1,1.2,4.0
"tomatoes, orange, raw",3.18,1.16,0.0
"tomatoes, red, ripe, canned, packed in tomato juice",3.47,0.79,2.55
"tomatoes, red, ripe, canned, packed in tomato juice, no salt added",3.47,0.79,2.55
"tomatoes, red, ripe, canned, stewed",6.19,0.91,3.52
"tomatoes, red, ripe, canned, with green chilies",3.62,0.69,0.0
"tomatoes, red, ripe, cooked",4.01,0.95,2.49
"tomatoes, red, ripe, cooked, stewed",13.05,1.96,0.0
"tomatoes, red, ripe, cooked, with salt",4.01,0.95,2.49
"tomatoes, red, ripe, raw, year round average",3.89,0.88,2.63
"tomatoes, sun-dried",55.76,14.11,37.59
"tomatoes, sun-dried, packed in oil, drained",23.33,5.06,0.0
"tomatoes, yellow, raw",2.98,0.98,0.0
"topping, smucker's magic shell",50.07,2.94,47.06
"toppings, butterscotch or caramel",57.01,1.21,57.0
"toppings, marshmallow cream",79.0,0.8,46.8
"toppings, nuts in syrup",58.08,4.5,36.72
"toppings, pineapple",66.4,0.1,21.01
"toppings, strawberry",66.3,0.2,27.38
"tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",47.0,13.5,0.95
"tortilla chips, low fat, baked without fat",80.2,11.0,0.67
"tortilla chips, yellow, plain, salted",67.38,6.62,1.21
"tortilla, blue corn, sakwavikaviki (hopi)",58.12,7.83,2.97
"tortilla, includes plain and from mutton sandwich (navajo)",49.94,7.28,2.75
"tortillas, ready-to-bake or -fry, corn",44.64,5.7,0.88
"tortillas, ready-to-bake or -fry, corn, without added salt",46.6,5.7,0.0
"tortillas, ready-to-bake or -fry, flour, refrigerated",49.38,8.2,3.71
"tortillas, ready-to-bake or -fry, flour, shelf stable",49.27,8.01,2.66
"tortillas, ready-to-bake or -fry, flour, without added calcium",55.6,8.7,0.0
"tortillas, ready-to-bake or -fry, whole wheat",45.89,9.76,2.44
"tostada shells, corn",64.43,6.15,0.0
"tree fern, cooked, with salt",10.78,0.29,0.0
"tree fern, cooked, without salt",10.98,0.29,0.0
triticale,72.13,13.05,0.0
"triticale flour, whole-grain",73.14,13.18,0.0
"turkey pot pie, frozen entree",17.7,6.5,0.0
"turkey and gravy, frozen",4.61,5.88,0.0
"turkey breast, low salt, prepackaged or deli, luncheon meat",3.51,21.81,3.51
"turkey breast, pre-basted, meat and skin, cooked, roasted",0.0,22.16,0.0
"turkey breast, sliced, prepackaged",2.2,14.81,0.91
"turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",0.0,26.52,0.0
"turkey from whole, light meat, meat and skin, with added solution, raw",0.14,20.02,0.06
"turkey from whole, light meat, meat only, with added solution, cooked, roasted",0.0,26.97,0.0
"turkey from whole, light meat, meat only, with added solution, raw",0.0,21.54,0.05
"turkey roast, boneless, frozen, seasoned, light and dark meat, raw",6.4,17.6,0.0
"turkey sticks, breaded, battered, fried",17.0,14.2,0.0
"turkey thigh, pre-basted, meat and skin, cooked, roasted",0.0,18.8,0.0
"turkey, ground, cooked",0.0,27.37,0.0
"turkey, ground, raw",0.0,19.66,0.0
"turkey, all classes, back, meat and skin, cooked, roasted",0.16,26.59,0.0
"turkey, all classes, breast, meat and skin, cooked, roasted",0.0,28.71,0.0
"turkey, all classes, breast, meat and skin, raw",0.0,21.89,0.0
"turkey, all classes, gizzard, cooked, simmered",0.0,26.45,0.0
"turkey, all classes, heart, cooked, simmered",0.0,24.88,0.0
"turkey, all classes, heart, raw",0.4,16.7,0.0
"turkey, all classes, leg, meat and skin, cooked, roasted",0.0,27.87,0.0
"turkey, all classes, leg, meat and skin, raw",0.0,19.54,0.0
"turkey, all classes, light meat, cooked, roasted",0.0,30.13,0.0
"turkey, all classes, liver, cooked, simmered",0.0,27.0,0.0
"turkey, all classes, liver, raw",0.0,18.26,0.0
"turkey, all classes, wing, meat and skin, cooked, roasted",0.0,27.38,0.0
"turkey, all classes, wing, meat and skin, raw",0.0,20.22,0.0
"turkey, back, from whole bird, meat and skin, with added solution, raw",0.15,16.86,0.1
"turkey, back, from whole bird, meat and skin, with added solution, roasted",0.0,25.8,0.0
"turkey, back, from whole bird, meat only, with added solution, raw",0.15,19.27,0.1
"turkey, back, from whole bird, meat only, with added solution, roasted",0.0,26.97,0.0
"turkey, breast, from whole bird, meat only, with added solution, raw",0.14,21.54,0.05
"turkey, breast, from whole bird, meat only, with added solution, roasted",0.0,26.97,0.0
"turkey, breast, smoked, lemon pepper flavor, 97% fat-free",1.31,20.9,0.0
"turkey, canned, meat only, with broth",1.47,23.68,0.0
"turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",0.0,25.55,0.0
"turkey, dark meat from whole, meat and skin, with added solution, raw",0.15,17.84,0.1
"turkey, dark meat from whole, meat only, with added solution, raw",0.1,19.27,0.1
"turkey, dark meat, meat and skin, raw",0.15,19.81,0.1
"turkey, dark meat, meat only, with added solution, cooked, roasted",0.0,26.1,0.0
"turkey, diced, light and dark meat, seasoned",1.0,18.7,0.0
"turkey, drumstick, from whole bird, meat only, raw",0.14,23.66,0.05
"turkey, drumstick, from whole bird, meat only, roasted",0.0,30.13,0.0
"turkey, drumstick, from whole bird, meat only, with added solution, raw",0.15,19.27,0.1
"turkey, drumstick, from whole bird, meat only, with added solution, roasted",0.0,26.1,0.0
"turkey, drumstick, smoked, cooked, with skin, bone removed",0.0,27.9,0.0
"turkey, fryer-roasters, meat and skin, cooked, roasted",0.0,28.26,0.0
"turkey, gizzard, all classes, raw",0.0,18.8,0.0
"turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",0.0,25.11,0.0
"turkey, ground, 85% lean, 15% fat, patties, broiled",0.0,25.88,0.0
"turkey, ground, 85% lean, 15% fat, raw",0.0,16.9,0.0
"turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",0.0,27.1,0.0
"turkey, ground, 93% lean, 7% fat, patties, broiled",0.0,25.86,0.0
"turkey, ground, 93% lean, 7% fat, raw",0.0,18.73,0.0
"turkey, ground, fat free, pan-broiled crumbles",0.0,31.69,0.0
"turkey, ground, fat free, patties, broiled",0.0,28.99,0.0
"turkey, ground, fat free, raw",0.0,23.57,0.0
"turkey, light or dark meat, smoked, cooked, skin and bone removed",0.0,29.3,0.0
"turkey, light or dark meat, smoked, cooked, with skin, bone removed",0.0,28.1,0.0
"turkey, mechanically deboned, from turkey frames, raw",0.0,13.29,0.0
"turkey, retail parts, breast, meat and skin, cooked, roasted",0.05,29.01,0.0
"turkey, retail parts, breast, meat and skin, raw",0.0,21.88,0.0
"turkey, retail parts, breast, meat and skin, with added solution, raw",0.03,20.79,0.01
"turkey, retail parts, breast, meat only, cooked, roasted",0.0,29.51,0.0
"turkey, retail parts, breast, meat only, raw",0.0,23.34,0.0
"turkey, retail parts, breast, meat only, with added solution, cooked, roasted",0.0,27.94,0.0
"turkey, retail parts, breast, meat only, with added solution, raw",0.0,21.99,0.0
"turkey, retail parts, drumstick, meat and skin, cooked, roasted",0.0,28.21,0.0
"turkey, retail parts, drumstick, meat and skin, raw",0.0,19.96,0.0
"turkey, retail parts, drumstick, meat only, cooked, roasted",0.0,28.61,0.0
"turkey, retail parts, drumstick, meat only, raw",0.0,20.52,0.0
"turkey, retail parts, thigh, meat and skin, cooked, roasted",0.41,23.95,0.0
"turkey, retail parts, thigh, meat and skin, raw",0.0,19.54,0.0
"turkey, retail parts, thigh, meat only, cooked, roasted",0.46,25.14,0.0
"turkey, retail parts, thigh, meat only, raw",0.0,20.6,0.0
"turkey, retail parts, wing, meat and skin, cooked, roasted",0.13,28.74,0.0
"turkey, retail parts, wing, meat and skin, raw",0.05,19.53,0.03
"turkey, retail parts, wing, meat only, cooked, roasted",0.0,30.17,0.0
"turkey, retail parts, wing, meat only, raw",0.0,22.48,0.0
"turkey, skin from whole (light and dark), with added solution, raw",0.21,12.29,0.1
"turkey, skin from whole, (light and dark), with added solution, roasted",0.0,22.15,0.0
"turkey, skin, from retail parts, from dark meat, cooked, roasted",0.0,24.58,0.0
"turkey, skin, from retail parts, from dark meat, raw",0.0,14.35,0.0
"turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",16.32,6.97,4.82
"turkey, thigh, from whole bird, meat only, raw",0.15,21.28,0.1
"turkey, thigh, from whole bird, meat only, roasted",0.0,27.71,0.0
"turkey, thigh, from whole bird, meat only, with added solution, raw",0.15,19.27,0.1
"turkey, thigh, from whole bird, meat only, with added solution, roasted",0.0,26.1,0.0
"turkey, white, rotisserie, deli cut",7.7,13.5,4.0
"turkey, whole, back, meat only, cooked, roasted",0.0,27.71,0.0
"turkey, whole, back, meat only, raw",0.15,21.28,0.1
"turkey, whole, breast, meat only, cooked, roasted",0.0,30.13,0.0
"turkey, whole, breast, meat only, raw",0.14,23.66,0.05
"turkey, whole, dark meat, cooked, roasted",0.0,27.71,0.0
"turkey, whole, dark meat, meat and skin, cooked, roasted",0.07,27.27,0.0
"turkey, whole, dark meat, meat only, raw",0.15,21.28,0.1
"turkey, whole, giblets, cooked, simmered",0.0,26.44,0.0
"turkey, whole, giblets, raw",0.07,18.18,0.0
"turkey, whole, light meat, meat and skin, cooked, roasted",0.05,29.55,0.0
"turkey, whole, light meat, meat and skin, raw",0.15,21.96,0.06
"turkey, whole, light meat, raw",0.14,23.66,0.05
"turkey, whole, meat and skin, cooked, roasted",0.06,28.55,0.0
"turkey, whole, meat and skin, raw",0.14,21.64,0.07
"turkey, whole, meat and skin, with added solution, raw",0.15,19.03,0.08
"turkey, whole, meat and skin, with added solution, roasted",0.0,26.09,0.0
"turkey, whole, meat only, cooked, roasted",0.0,29.06,0.0
"turkey, whole, meat only, raw",0.14,22.64,0.07
"turkey, whole, meat only, with added solution, raw",0.14,20.87,0.06
"turkey, whole, meat only, with added solution, roasted",0.0,26.61,0.0
"turkey, whole, neck, meat only, cooked, simmered",0.0,22.48,0.0
"turkey, whole, neck, meat only, raw",0.0,16.51,0.0
"turkey, whole, skin (light and dark), raw",0.16,12.96,0.1
"turkey, whole, skin (light and dark), roasted",0.57,23.94,0.0
"turkey, whole, wing, meat only, cooked, roasted",0.0,30.13,0.0
"turkey, whole, wing, meat only, raw",0.14,23.66,0.05
"turkey, wing, from whole bird, meat only, with added solution, raw",0.14,21.54,0.05
"turkey, wing, from whole bird, meat only, with added solution, roasted",0.0,26.97,0.0
"turkey, wing, smoked, cooked, with skin, bone removed",0.0,27.4,0.0
"turkey, young hen, skin only, cooked, roasted",0.0,19.03,0.0
"turnip greens and turnips, frozen, cooked, boiled, drained, with salt",4.74,2.99,0.95
"turnip greens and turnips, frozen, cooked, boiled, drained, without salt",4.85,2.99,1.07
"turnip greens and turnips, frozen, unprepared",3.39,2.46,0.0
"turnip greens, canned, no salt added",2.81,1.36,0.42
"turnip greens, canned, solids and liquids",2.42,1.36,0.0
"turnip greens, cooked, boiled, drained, with salt",4.36,1.14,0.53
"turnip greens, cooked, boiled, drained, without salt",4.36,1.14,0.53
"turnip greens, frozen, cooked, boiled, drained, with salt",4.98,3.35,0.75
"turnip greens, frozen, cooked, boiled, drained, without salt",4.98,3.35,0.75
"turnip greens, frozen, unprepared",3.67,2.47,0.0
"turnip greens, raw",7.13,1.5,0.81
"turnips, cooked, boiled, drained, with salt",5.06,0.71,2.99
"turnips, cooked, boiled, drained, without salt",5.06,0.71,2.99
"turnips, frozen, cooked, boiled, drained, with salt",3.73,1.53,1.73
"turnips, frozen, cooked, boiled, drained, without salt",4.35,1.53,2.35
"turnips, frozen, unprepared",2.94,1.04,0.0
"turnips, raw",6.43,0.9,3.8
"turnover, cheese-filled, tomato-based sauce, frozen, unprepared",27.29,10.24,7.87
"turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",21.74,7.87,3.94
"turnover, filled with egg, meat and cheese, frozen",20.67,7.87,7.87
"turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",31.89,9.45,3.94
"turtle, green, raw",0.0,19.8,0.0
"udi's, gluten free, classic french dinner rolls",55.1,7.99,9.53
"udi's, gluten free, soft & delicious white sandwich bread",51.15,5.4,11.3
"udi's, gluten free, soft & hearty whole grain bread",49.09,7.25,9.81
"udi's, gluten free, whole grain dinner rolls",44.29,11.8,4.2
"van's, gluten free, totally original pancakes",40.32,3.31,4.06
"van's, gluten free, totally original waffles",40.54,2.99,1.73
"van's, the perfect 10, crispy six whole grain + four seed baked crackers, gluten free",67.57,7.63,0.0
vanilla extract,12.65,0.06,12.65
"vanilla extract, imitation, alcohol",2.41,0.05,0.0
"vanilla extract, imitation, no alcohol",14.4,0.03,14.4
"veal, australian, rib, rib roast, separable lean and fat, raw",1.15,19.6,0.0
"veal, australian, rib, rib roast, separable lean only, raw",1.4,21.7,0.0
"veal, australian, separable fat, raw",0.0,9.91,0.0
"veal, australian, shank, fore, bone-in, separable lean and fat, raw",0.0,19.58,0.0
"veal, australian, shank, fore, bone-in, separable lean only, raw",0.0,20.18,0.0
"veal, australian, shank, hind, bone-in, separable lean and fat, raw",0.0,19.78,0.0
"veal, australian, shank, hind, bone-in, separable lean only, raw",0.0,20.37,0.0
"veal, breast, plate half, boneless, separable lean and fat, cooked, braised",0.0,25.93,0.0
"veal, breast, point half, boneless, separable lean and fat, cooked, braised",0.0,28.23,0.0
"veal, breast, separable fat, cooked",0.0,9.4,0.0
"veal, breast, whole, boneless, separable lean and fat, cooked, braised",0.0,26.97,0.0
"veal, breast, whole, boneless, separable lean and fat, raw",0.0,17.47,0.0
"veal, breast, whole, boneless, separable lean only, cooked, braised",0.0,30.32,0.0
"veal, composite of trimmed retail cuts, separable fat, cooked",0.0,9.42,0.0
